id,storage,target,kind,storage_alignment,range_result,terminator
ascii_loader_2158,00002158,08C18000,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
ascii_loader_21D4,000021D4,08C18000,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00000,000091FC,088046E2,full_text,0,PASS,PASS
D00001,0000924C,088046E9,full_text,0,PASS,PASS
D00002,00009298,088046EF,full_text,0,PASS,PASS
D00003,000092AC,088046EC,full_text,0,PASS,PASS
D00003,000092C8,088046EC,full_text,0,PASS,PASS
UI_000092EC_pointer,000092EC,08C0D672,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00009780_pointer,00009780,08C0D676,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00004,00009784,08C0F1CE,full_text,0,PASS,PASS
UI_00009788_pointer,00009788,08C0D680,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00005,0000978C,08C0F1D5,full_text,0,PASS,PASS
D00006,0000A514,08C20000,full_text,0,PASS,PASS
D00007,0000A518,08C2002B,full_text,0,PASS,PASS
D00008,0000A530,08C20051,full_text,0,PASS,PASS
D00009,0000A5D8,08804783,full_text,0,PASS,PASS
UI_0000B3C4_pointer,0000B3C4,08C0D687,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00010,0000B538,08C2007D,full_text,0,PASS,PASS
D00011,0000B83C,088048A7,full_text,0,PASS,PASS
D00012,0000B884,08C200B7,full_text,0,PASS,PASS
D00013,0000B9D8,0880491D,full_text,0,PASS,PASS
D00014,0000B9DC,0880495A,full_text,0,PASS,PASS
D00015,0000BE6C,08804C49,full_text,0,PASS,PASS
D00016,0000BEC0,08C200E8,full_text,0,PASS,PASS
D00017,0000BF5C,08804C9C,full_text,0,PASS,PASS
UI_0000D524_pointer,0000D524,08C0D698,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00018,0000D528,08C0F2F3,full_text,0,PASS,PASS
D00019,0000D52C,08C70000,full_text,0,PASS,PASS
D00020,0000D530,08C20163,full_text,0,PASS,PASS
D00021,0000D534,08804EEA,full_text,0,PASS,PASS
D00022,0000D538,08C201B4,full_text,0,PASS,PASS
D00023,0000D53C,08804F3C,full_text,0,PASS,PASS
UI_0000D540_pointer,0000D540,08C0D6A6,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00024,0000D544,08C7002D,full_text,0,PASS,PASS
D00025,0000D548,08C20230,full_text,0,PASS,PASS
D00026,0000D54C,08C20260,full_text,0,PASS,PASS
D00027,0000D550,08805023,full_text,0,PASS,PASS
UI_0000D5B8_pointer,0000D5B8,08C0D6B0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00028,0000D5BC,08C70080,full_text,0,PASS,PASS
D00029,0000D5C0,08C2029D,full_text,0,PASS,PASS
D00030,0000D5C4,08C202D0,full_text,0,PASS,PASS
D00031,0000D5C8,08C700BD,full_text,0,PASS,PASS
D00032,0000D5CC,0880510C,full_text,0,PASS,PASS
D00033,0000D5D0,08C700E8,full_text,0,PASS,PASS
D00034,0000D5D4,08C20338,full_text,0,PASS,PASS
UI_0000D630_pointer,0000D630,08C0D6B7,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00035,0000D634,08C20369,full_text,0,PASS,PASS
D00036,0000D638,08C20398,full_text,0,PASS,PASS
D00037,0000D63C,08C203E7,full_text,0,PASS,PASS
D00038,0000D640,08C20416,full_text,0,PASS,PASS
D00039,0000D644,088052A3,full_text,0,PASS,PASS
UI_0000D6F4_pointer,0000D6F4,08C0D6C4,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00040,0000D6F8,08C20443,full_text,0,PASS,PASS
D00041,0000D6FC,0880531B,full_text,0,PASS,PASS
D00042,0000D700,08C20486,full_text,0,PASS,PASS
D00043,0000D704,08C204C7,full_text,0,PASS,PASS
UI_0000D708_pointer,0000D708,08C0D6CE,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00044,0000D70C,08C20508,full_text,0,PASS,PASS
D00045,0000D710,08805435,full_text,0,PASS,PASS
D00046,0000D714,08C2054F,full_text,0,PASS,PASS
D00047,0000D718,08C205A0,full_text,0,PASS,PASS
D00048,0000D71C,08C205DF,full_text,0,PASS,PASS
D00049,0000D720,08C70129,full_text,0,PASS,PASS
UI_0000D774_pointer,0000D774,08C0D6D2,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00050,0000D778,08C7015E,full_text,0,PASS,PASS
D00051,0000D77C,08C2066E,full_text,0,PASS,PASS
D00052,0000D780,08C206BF,full_text,0,PASS,PASS
D00053,0000D784,08C206FE,full_text,0,PASS,PASS
UI_0000D85C_pointer,0000D85C,08C0D6DF,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00054,0000D860,08C20737,full_text,0,PASS,PASS
UI_0000D864_pointer,0000D864,08C0D6E6,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00055,0000D868,088056DC,full_text,0,PASS,PASS
D00056,0000D86C,088056FB,full_text,0,PASS,PASS
D00057,0000D870,08805730,full_text,0,PASS,PASS
D00058,0000D874,08C70193,full_text,0,PASS,PASS
D00059,0000D878,08C20785,full_text,0,PASS,PASS
D00060,0000D87C,08C701B6,full_text,0,PASS,PASS
D00061,0000D880,088057DF,full_text,0,PASS,PASS
D00062,0000D884,088057FC,full_text,0,PASS,PASS
UI_0000D948_pointer,0000D948,08C0D6ED,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00063,0000D94C,08805823,full_text,0,PASS,PASS
UI_0000D950_pointer,0000D950,08C0D6F4,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00064,0000D954,0880584A,full_text,0,PASS,PASS
D00065,0000D958,08C207B5,full_text,0,PASS,PASS
D00066,0000D95C,08805898,full_text,0,PASS,PASS
D00067,0000D960,08C207F8,full_text,0,PASS,PASS
D00068,0000D964,088058DE,full_text,0,PASS,PASS
UI_0000D9C0_pointer,0000D9C0,08C0D6FB,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00069,0000D9C4,08C20821,full_text,0,PASS,PASS
D00070,0000D9C8,08C701DD,full_text,0,PASS,PASS
D00071,0000D9CC,088059BF,full_text,0,PASS,PASS
D00072,0000D9D0,08805A04,full_text,0,PASS,PASS
D00073,0000D9D4,08805A27,full_text,0,PASS,PASS
UI_0000DACC_pointer,0000DACC,08C0D708,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00074,0000DAD0,08805A3E,full_text,0,PASS,PASS
UI_0000DAD4_pointer,0000DAD4,08C0D712,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00075,0000DAD8,08805A5B,full_text,0,PASS,PASS
D00076,0000DADC,08C0F562,full_text,0,PASS,PASS
D00077,0000DAE0,08805AA0,full_text,0,PASS,PASS
D00078,0000DAE4,08C20862,full_text,0,PASS,PASS
D00079,0000DAE8,08C2087F,full_text,0,PASS,PASS
D00080,0000DAEC,08C0F59C,full_text,0,PASS,PASS
D00081,0000DAF0,08805B64,full_text,0,PASS,PASS
D00082,0000DAF4,08C208B8,full_text,0,PASS,PASS
D00083,0000DAF8,08C70218,full_text,0,PASS,PASS
D00084,0000DAFC,08C0F64B,full_text,0,PASS,PASS
UI_0000DB90_pointer,0000DB90,08C0D719,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00085,0000DB94,08805C0A,full_text,0,PASS,PASS
D00086,0000DB98,08C208E5,full_text,0,PASS,PASS
D00087,0000DB9C,08C7023F,full_text,0,PASS,PASS
D00088,0000DBA0,08C70264,full_text,0,PASS,PASS
D00089,0000DBA4,08C2092A,full_text,0,PASS,PASS
UI_0000DBFC_pointer,0000DBFC,08C0D720,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00090,0000DC00,08805CDB,full_text,0,PASS,PASS
D00091,0000DC04,08805CEC,full_text,0,PASS,PASS
D00092,0000DC08,08C20963,full_text,0,PASS,PASS
D00093,0000E6E8,08C2099D,full_text,0,PASS,PASS
D00094,0000EB90,08805D71,full_text,0,PASS,PASS
D00095,0000EB94,08C209CF,full_text,0,PASS,PASS
FIXED_UI_0000ED40_pointer,0000ED40,08C0F2D7,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
FIXED_UI_0000EFB4_pointer,0000EFB4,08C0F2E5,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00096,0000F660,08805D99,full_text,0,PASS,PASS
D00097,0000F6C4,08805DB3,full_text,0,PASS,PASS
D00098,0000FAE8,08C209E6,full_text,0,PASS,PASS
D00099,0000FB14,08805DE5,full_text,0,PASS,PASS
D00100,0000FB48,08805DF4,full_text,0,PASS,PASS
D00101,0000FD84,08805E0E,full_text,0,PASS,PASS
D00102,0000FD9C,08C209F9,full_text,0,PASS,PASS
D00103,0000FDE4,08805E4A,full_text,0,PASS,PASS
D00104,0000FE30,08C20A16,full_text,0,PASS,PASS
UI_00010380_pointer,00010380,08C0D727,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00105,00010464,08805E79,full_text,0,PASS,PASS
D00106,00010480,08C20A34,full_text,0,PASS,PASS
D00107,0001049C,08805EAF,full_text,0,PASS,PASS
D00108,0001054C,08C20A51,full_text,0,PASS,PASS
D00109,00010554,08805EE5,full_text,0,PASS,PASS
UI_00010A70_pointer,00010A70,08C0D73E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00010D54_pointer,00010D54,08C0D76B,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00010DD4_pointer,00010DD4,08C0D77D,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001128C_pointer,0001128C,08C0D788,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000112B0_pointer,000112B0,08C0D795,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00110,00011C2C,08806181,full_text,0,PASS,PASS
D00111,00011C8C,08C20A68,full_text,0,PASS,PASS
UI_00011E3C_pointer,00011E3C,08C0D7A1,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00112,00012140,088061B1,full_text,0,PASS,PASS
UI_00012768_pointer,00012768,08C0D7A9,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00113,0001290C,08C70271,full_text,0,PASS,PASS
D00114,00012B0C,088066A0,full_text,0,PASS,PASS
D00115,00012B4C,088066BC,full_text,0,PASS,PASS
UI_00012B7C_pointer,00012B7C,08C0D7B0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00116,00012C30,08C20A80,full_text,0,PASS,PASS
D00117,00012C38,08C20AB1,full_text,0,PASS,PASS
D00118,00012C48,08C20AD1,full_text,0,PASS,PASS
UI_00012CD8_pointer,00012CD8,08C64E42,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00012CEC_pointer,00012CEC,08C0D7E3,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00012CFC_pointer,00012CFC,08C0D7F7,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00012D64_pointer,00012D64,08C0D802,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00012D7C_pointer,00012D7C,08C0D81E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00112,0001324C,08806753,full_text,0,PASS,PASS
D00112,00013A04,08806753,full_text,0,PASS,PASS
D00119,00013D48,08C20AEF,full_text,0,PASS,PASS
D00120,00013D64,08C20B28,full_text,0,PASS,PASS
D00121,00013D7C,088067D4,full_text,0,PASS,PASS
D00122,00013E30,088067E9,full_text,0,PASS,PASS
D00123,00013E34,088067F9,full_text,0,PASS,PASS
UI_000140B4_pointer,000140B4,08C0D839,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014620_pointer,00014620,08C0D847,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014624_pointer,00014624,08C0D859,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014628_pointer,00014628,08C0D86B,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001462C_pointer,0001462C,08C0D87C,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014630_pointer,00014630,08C0D88E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014634_pointer,00014634,08C0D8A0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001463C_pointer,0001463C,08C0D8B2,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001465C_pointer,0001465C,08C0D8D9,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000146F8_pointer,000146F8,08C0D8EE,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00014704_pointer,00014704,08C0D902,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000159E8_pointer,000159E8,08C0D90C,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00015A0C_pointer,00015A0C,08C0D92A,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00124,00015C58,0880685E,full_text,0,PASS,PASS
UI_00015D54_pointer,00015D54,08C0D947,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00015D58_pointer,00015D58,08C0D958,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00015D5C_pointer,00015D5C,08C0D967,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00125,00015E28,0880686F,full_text,0,PASS,PASS
D00126,00015E6C,0880688C,full_text,0,PASS,PASS
D00127,00015E9C,088068A5,full_text,0,PASS,PASS
D00127,000160BC,088068A5,full_text,0,PASS,PASS
UI_00016708_pointer,00016708,08C0D96E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00016710_pointer,00016710,08C0D97B,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00128,00016C2C,08C20B54,full_text,0,PASS,PASS
D00129,00016C30,088069B3,full_text,0,PASS,PASS
UI_00016D64_pointer,00016D64,08C0D988,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00016D68_pointer,00016D68,08C0D999,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00016D6C_pointer,00016D6C,08C0D9A0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00130,00016E74,088069D4,full_text,0,PASS,PASS
D00131,00016EB4,088069E9,full_text,0,PASS,PASS
D00132,00016EB8,08C20B69,full_text,0,PASS,PASS
D00133,00017054,08C702AC,full_text,0,PASS,PASS
D00131,000170F8,088069E9,full_text,0,PASS,PASS
D00134,00017354,08806A45,full_text,0,PASS,PASS
D00130,00017378,088069D4,full_text,0,PASS,PASS
D00135,000173A4,08C20BB5,full_text,0,PASS,PASS
D00136,000173D0,08806A73,full_text,0,PASS,PASS
D00137,000175A8,08C20BD2,full_text,0,PASS,PASS
UI_000176F4_pointer,000176F4,08C0D9AE,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000176FC_pointer,000176FC,08C0D9BB,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00018AA4_pointer,00018AA4,08C0D9C8,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00018AB0_pointer,00018AB0,08C0D9DD,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00018AB4_pointer,00018AB4,08C0D9EF,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00018AB8_pointer,00018AB8,08C0DA01,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00018ABC_pointer,00018ABC,08C0DA12,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00138,00018E10,08C20C0C,full_text,0,PASS,PASS
D00139,00018F38,08806F03,full_text,0,PASS,PASS
D00140,000192C8,08C20C2A,full_text,0,PASS,PASS
D00141,000192DC,0880775C,full_text,0,PASS,PASS
UI_00019564_pointer,00019564,08C0DA23,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000197F0_pointer,000197F0,08C0DA2E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000197F4_pointer,000197F4,08C0DA40,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000197F8_pointer,000197F8,08C0DA52,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_000197FC_pointer,000197FC,08C0DA63,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019800_pointer,00019800,08C0DA75,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019818_pointer,00019818,08C0DA86,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019880_pointer,00019880,08C0DA98,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019884_pointer,00019884,08C0DAAC,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019888_pointer,00019888,08C0DAC0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001988C_pointer,0001988C,08C0DAD3,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019994_pointer,00019994,08C0DAE7,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019998_pointer,00019998,08C0DAEF,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0001999C_pointer,0001999C,08C0DAFA,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00019BA4_pointer,00019BA4,08C0DB01,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00142,00023488,08808E9C,full_text,0,PASS,PASS
UI_00025FC8_pointer,00025FC8,08C0DB1C,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00025FD0_pointer,00025FD0,08C0DB26,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00025FD4_pointer,00025FD4,08C0DB30,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00143,00047FE0,08808EAF,full_text,0,PASS,PASS
D00144,00048B1C,08C20C3C,full_text,0,PASS,PASS
D00145,00049908,08808EC5,full_text,0,PASS,PASS
D00146,0004A6F8,08808ED4,full_text,0,PASS,PASS
D00147,0004B020,08C20C4B,full_text,0,PASS,PASS
D00148,0004B3E4,08808EEA,full_text,0,PASS,PASS
D00145,0004B80C,08808EF7,full_text,0,PASS,PASS
D00149,0004B91C,08808F06,full_text,0,PASS,PASS
D00150,0004BD9C,08808F11,full_text,0,PASS,PASS
D00151,0004D074,08808F18,full_text,0,PASS,PASS
D00152,0004E890,08808F25,full_text,0,PASS,PASS
D00153,0004E930,08C20C54,full_text,0,PASS,PASS
D00154,0004EB34,08808F3F,full_text,0,PASS,PASS
D00155,0004ED30,08808F4E,full_text,0,PASS,PASS
D00156,0006AC14,08C702D7,full_text,0,PASS,PASS
D00156,0006ADBC,08C702D7,full_text,0,PASS,PASS
D00156,0006C90C,08C702D7,full_text,0,PASS,PASS
D00157,00075D2C,08808F77,full_text,0,PASS,PASS
D00158,00078740,08808F84,full_text,0,PASS,PASS
D00159,00078760,08C20C61,full_text,0,PASS,PASS
D00160,00078784,08808F94,full_text,0,PASS,PASS
D00161,000787AC,08808FA1,full_text,0,PASS,PASS
D00162,000787C4,08C20C6C,full_text,0,PASS,PASS
D00163,0007E488,08C20C77,full_text,0,PASS,PASS
D00164,0007E4B0,08C20C9A,full_text,0,PASS,PASS
D00165,0007E4C8,0880900A,full_text,0,PASS,PASS
D00166,0007EC08,0880904D,full_text,0,PASS,PASS
D00167,0007EC34,08C20CC0,full_text,0,PASS,PASS
D00168,0007EC4C,0880908D,full_text,0,PASS,PASS
D00169,0007ED38,08C20CE5,full_text,0,PASS,PASS
D00170,0007ED88,088090E3,full_text,0,PASS,PASS
D00171,0007EDE8,08C20CFE,full_text,0,PASS,PASS
D00172,0007F0A4,08809132,full_text,0,PASS,PASS
D00173,0007F0D8,08809145,full_text,0,PASS,PASS
D00174,0007F1C0,0880915C,full_text,0,PASS,PASS
D00175,000803BC,08C20D34,full_text,0,PASS,PASS
D00176,0008050C,08C20DE0,full_text,0,PASS,PASS
D00177,00080534,08C20E0D,full_text,0,PASS,PASS
D00178,00080554,08C20E42,full_text,0,PASS,PASS
D00179,000808C8,08809B94,full_text,0,PASS,PASS
D00180,00080928,08C20E79,full_text,0,PASS,PASS
D00181,00080C6C,08809E7C,full_text,0,PASS,PASS
UI_00081438_pointer,00081438,08C0DB3A,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00182,0008143C,08C20EA0,full_text,0,PASS,PASS
D00183,00081F34,08C20EB5,full_text,0,PASS,PASS
D00184,00082198,08C20ED0,full_text,0,PASS,PASS
D00185,000821A0,08809EF5,full_text,0,PASS,PASS
D00186,00082260,08C20EED,full_text,0,PASS,PASS
D00187,00082578,0880B975,full_text,0,PASS,PASS
D00188,00082F98,08C20F18,full_text,0,PASS,PASS
UI_00082FF8_pointer,00082FF8,08C0DB4B,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00082FFC_pointer,00082FFC,08C0DB74,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00083000_pointer,00083000,08C0DB8F,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00083050_pointer,00083050,08C0DBB0,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00083054_pointer,00083054,08C0DBD8,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00083058_pointer,00083058,08C0DBF2,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_0008305C_pointer,0008305C,08C0DBFA,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
UI_00083060_pointer,00083060,08C0DC0F,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00189,00083360,0880BBA3,full_text,0,PASS,PASS
D00190,0008388C,08C20F4B,full_text,0,PASS,PASS
D00191,00083DBC,08C20F96,full_text,0,PASS,PASS
D00192,00083DC8,08C20FDF,full_text,0,PASS,PASS
D00193,00083DD4,08C2102C,full_text,0,PASS,PASS
D00194,00083DDC,08815F3C,full_text,0,PASS,PASS
D00195,0008470C,08815F9D,full_text,0,PASS,PASS
D00196,0008472C,08C2109B,full_text,0,PASS,PASS
D00197,00084754,08C702EE,full_text,0,PASS,PASS
UI_000848B0_pointer,000848B0,08C0DC34,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00198,000848B8,08C2110D,full_text,0,PASS,PASS
D00199,000848BC,0881605B,full_text,0,PASS,PASS
D00200,000848E0,08816098,full_text,0,PASS,PASS
D00201,000848E4,088160B5,full_text,0,PASS,PASS
D00202,00084958,088160CA,full_text,0,PASS,PASS
D00203,0008495C,08816113,full_text,0,PASS,PASS
D00204,00084960,08C70327,full_text,0,PASS,PASS
D00205,00084964,08C7035B,full_text,0,PASS,PASS
D00206,00084968,088161B3,full_text,0,PASS,PASS
D00207,0008499C,08C2116E,full_text,0,PASS,PASS
D00208,000849B0,08C211B5,full_text,0,PASS,PASS
D00209,000849D4,08C211FC,full_text,0,PASS,PASS
D00210,00084B04,088162C1,full_text,0,PASS,PASS
D00211,00084B20,08C21227,full_text,0,PASS,PASS
D00212,000855A4,08816309,full_text,0,PASS,PASS
D00213,000855C0,08C21250,full_text,0,PASS,PASS
D00214,00085D80,08C21277,full_text,0,PASS,PASS
D00215,00085E00,08C212A4,full_text,0,PASS,PASS
D00216,000868E0,088163B9,full_text,0,PASS,PASS
D00217,000883A8,088163E6,full_text,0,PASS,PASS
D00218,0008870C,08816409,full_text,0,PASS,PASS
D00219,00088710,08C212F1,full_text,0,PASS,PASS
D00220,00088714,0881644D,full_text,0,PASS,PASS
D00221,0008871C,08C2131E,full_text,0,PASS,PASS
D00222,00088720,088164D8,full_text,0,PASS,PASS
D00223,000887D0,08816504,full_text,0,PASS,PASS
D00224,000887D4,0881651D,full_text,0,PASS,PASS
D00225,00088888,0881653F,full_text,0,PASS,PASS
D00226,0008888C,08816579,full_text,0,PASS,PASS
D00217,00089C00,08816591,full_text,0,PASS,PASS
D00217,00089ECC,088165B4,full_text,0,PASS,PASS
D00227,0008B4A8,08816719,full_text,0,PASS,PASS
D00228,0008B54C,08816732,full_text,0,PASS,PASS
D00229,0008BE2C,08C703A0,full_text,0,PASS,PASS
D00230,0008BE44,08816775,full_text,0,PASS,PASS
D00231,0008BF2C,08816788,full_text,0,PASS,PASS
D00232,0008BF30,088167A7,full_text,0,PASS,PASS
D00233,0008BF68,088167C3,full_text,0,PASS,PASS
D00234,0008BF70,088167D8,full_text,0,PASS,PASS
D00235,0008BF90,08C2138B,full_text,0,PASS,PASS
D00236,0008BFF8,08C213AC,full_text,0,PASS,PASS
D00237,0008C06C,08C213D1,full_text,0,PASS,PASS
D00238,0008C070,08C213F0,full_text,0,PASS,PASS
D00239,00090348,08C2143D,full_text,0,PASS,PASS
D00240,00090580,08C703CA,full_text,0,PASS,PASS
D00241,00090854,08C703E8,full_text,0,PASS,PASS
D00242,00090954,08C7040C,full_text,0,PASS,PASS
D00243,00090DE4,08C7041F,full_text,0,PASS,PASS
UI_00090E78_pointer,00090E78,08C0DC3B,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00244,00090E98,08816A47,full_text,0,PASS,PASS
D00245,00090E9C,08816A78,full_text,0,PASS,PASS
D00246,00090EA0,08816AB7,full_text,0,PASS,PASS
D00247,00090EBC,08C21482,full_text,0,PASS,PASS
D00248,00090F44,08816B29,full_text,0,PASS,PASS
D00249,00091050,08C214A1,full_text,0,PASS,PASS
UI_00091058_pointer,00091058,08C0DC45,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00250,0009105C,08C214C8,full_text,0,PASS,PASS
UI_00091060_pointer,00091060,08C0DC4E,other_declared_pointer,0,ROM,NOT_A_TEXT_ASSERTION
D00251,00091064,08C70445,full_text,0,PASS,PASS
D00252,00091068,08C214FB,full_text,0,PASS,PASS
D00253,0009106C,08C0F668,full_text,0,PASS,PASS
D00254,00091244,08C70460,full_text,0,PASS,PASS
D00255,0009137C,08C7046F,full_text,0,PASS,PASS
D00256,00091710,08C70493,full_text,0,PASS,PASS
D00257,00091714,08C2153A,full_text,0,PASS,PASS
D00258,00094BE0,08816C9C,full_text,0,PASS,PASS
D00259,00094BE4,08816CCF,full_text,0,PASS,PASS
D00260,00094BE8,08816CE8,full_text,0,PASS,PASS
D00261,00094BEC,08816D05,full_text,0,PASS,PASS
D00262,00094BF0,08C2155D,full_text,0,PASS,PASS
D00263,00094BF4,08816D6E,full_text,0,PASS,PASS
D00264,00094BF8,08C215A5,full_text,0,PASS,PASS
D00265,00094BFC,08816DB4,full_text,0,PASS,PASS
D00266,00094C00,08C215DC,full_text,0,PASS,PASS
D00267,00094C04,08816E33,full_text,0,PASS,PASS
D00268,00094C08,08816E50,full_text,0,PASS,PASS
D00269,00094C0C,08C2161A,full_text,0,PASS,PASS
D00270,00094C10,08C2163F,full_text,0,PASS,PASS
D00271,00094C14,08C21676,full_text,0,PASS,PASS
D00272,00094C18,08816F20,full_text,0,PASS,PASS
D00273,00094C1C,08816F58,full_text,0,PASS,PASS
D00274,00094C20,08C216B1,full_text,0,PASS,PASS
D00275,00094C24,08816F84,full_text,0,PASS,PASS
D00276,00094C28,08816FA1,full_text,0,PASS,PASS
D00277,00094C2C,08816FC6,full_text,0,PASS,PASS
